1,00000000	0,00000000
0,99912289	0,00035129
0,99809088	0,00070742
0,99691458	0,00109260
0,99559560	0,00151003
0,99413522	0,00196213
0,99253468	0,00245134
0,99079448	0,00297761
0,98891552	0,00354205
0,98689869	0,00414578
0,98474509	0,00479032
0,98245510	0,00547473
0,98002952	0,00619939
0,97746930	0,00696489
0,97477583	0,00777329
0,97194963	0,00862354
0,96899144	0,00951521
0,96590252	0,01044941
0,96268331	0,01142448
0,95933573	0,01244346
0,95586027	0,01350454
0,95225745	0,01460592
0,94852923	0,01575029
0,94467656	0,01693705
0,94069985	0,01816365
0,93660033	0,01943003
0,93237946	0,02073683
0,92803755	0,02208083
0,92357574	0,02346137
0,91899611	0,02488072
0,91429966	0,02633747
0,90948632	0,02782678
0,90455811	0,02935028
0,89951685	0,03090895
0,89436217	0,03249652
0,88909666	0,03411624
0,88372093	0,03576478
0,87823537	0,03743793
0,87264255	0,03913855
0,86694308	0,04086295
0,86113875	0,04261121
0,85523111	0,04438246
0,84922086	0,04617293
0,84310980	0,04798239
0,83689947	0,04980961
0,83059157	0,05165389
0,82418763	0,05351369
0,81768868	0,05538576
0,81109672	0,05726998
0,80441158	0,05915858
0,79763667	0,06105614
0,79077157	0,06295368
0,78381781	0,06484876
0,77677872	0,06674565
0,76965282	0,06863041
0,76244339	0,07050684
0,75515147	0,07236999
0,74777954	0,07422047
0,74032793	0,07605002
0,73279981	0,07786169
0,72519719	0,07965378
0,71752101	0,08141981
0,70977417	0,08316143
0,70195999	0,08488252
0,69407806	0,08656961
0,68613297	0,08823216
0,67812365	0,08985253
0,67005266	0,09143012
0,66192065	0,09295352
0,65373021	0,09442148
0,64548130	0,09581649
0,63717676	0,09713636
0,62881857	0,09837244
0,62040846	0,09951296
0,61195056	0,10056154
0,60344898	0,10152338
0,59490710	0,10239820
0,58632884	0,10319139
0,57771788	0,10390844
0,56907795	0,10455618
0,56041243	0,10514008
0,55172432	0,10566084
0,54301701	0,10612702
0,53429343	0,10654067
0,52555610	0,10689532
0,51680835	0,10720393
0,50805260	0,10745591
0,49929171	0,10765275
0,49052870	0,10780440
0,48176617	0,10790448
0,47300693	0,10795313
0,46425374	0,10795652
0,45550935	0,10790910
0,44677650	0,10781197
0,43805785	0,10767147
0,42935618	0,10748349
0,42067431	0,10724389
0,41201480	0,10695916
0,40338031	0,10663017
0,39477366	0,10625368
0,38619724	0,10583666
0,37765400	0,10537264
0,36914671	0,10486109
0,36067746	0,10431100
0,35224944	0,10371407
0,34386464	0,10307966
0,33552625	0,10239987
0,32723609	0,10168471
0,31899771	0,10092331
0,31081289	0,10012446
0,30268431	0,09928706
0,29461468	0,09840987
0,28660626	0,09749534
0,27866147	0,09654470
0,27078364	0,09555137
0,26297404	0,09452534
0,25523544	0,09346451
0,24757127	0,09236211
0,23998231	0,09123009
0,23247142	0,09006565
0,22504162	0,08886497
0,21769440	0,08763404
0,21043204	0,08637353
0,20325711	0,08508232
0,19617218	0,08375948
0,18917862	0,08241030
0,18227927	0,08103217
0,17547585	0,07962816
0,16877073	0,07819790
0,16216603	0,07674229
0,15566454	0,07525907
0,14926724	0,07375398
0,14297801	0,07222013
0,13679703	0,07066624
0,13072755	0,06908820
0,12477080	0,06748987
0,11892792	0,06587515
0,11320219	0,06424008
0,10759357	0,06259233
0,10210469	0,06093009
0,09673671	0,05925653
0,09149176	0,05757142
0,08637029	0,05587977
0,08137540	0,05417838
0,07650767	0,05247147
0,07176985	0,05075709
0,06716297	0,04903795
0,06268961	0,04731267
0,05835022	0,04558548
0,05414846	0,04385234
0,05008515	0,04211657
0,04616292	0,04037709
0,04238088	0,03864075
0,03874055	0,03690887
0,03524123	0,03518724
0,03188384	0,03347809
0,02866869	0,03178473
0,02559599	0,03011050
0,02266710	0,02845653
0,01988233	0,02682582
0,01724303	0,02521960
0,01475704	0,02362899
0,01243348	0,02204494
0,01028102	0,02046149
0,00831009	0,01887291
0,00652877	0,01727949
0,00494578	0,01568354
0,00356706	0,01409274
0,00239802	0,01251732
0,00143733	0,01097402
0,00067464	0,00948431
0,00009780	0,00806868
-0,00031021	0,00674670
-0,00057113	0,00553679
-0,00070941	0,00445357
-0,00075053	0,00350903
-0,00071032	0,00258612
-0,00056118	0,00152807
-0,00018136	0,00038194
0,00043722	-0,00082116
0,00112186	-0,00214886
0,00195227	-0,00355772
0,00298541	-0,00500267
0,00424966	-0,00644348
0,00575792	-0,00784192
0,00751091	-0,00916513
0,00950254	-0,01038448
0,01171649	-0,01148764
0,01413134	-0,01248101
0,01672915	-0,01337720
0,01949552	-0,01419289
0,02241811	-0,01495112
0,02548812	-0,01567278
0,02869807	-0,01638097
0,03204356	-0,01708925
0,03552369	-0,01779609
0,03913693	-0,01850292
0,04288220	-0,01920883
0,04675865	-0,01991153
0,05076504	-0,02061064
0,05490090	-0,02130108
0,05916479	-0,02198283
0,06355617	-0,02265021
0,06807305	-0,02330633
0,07271424	-0,02394915
0,07747726	-0,02458571
0,08236118	-0,02521185
0,08736410	-0,02583037
0,09248444	-0,02644187
