1,00000000	0,00000000
0,99912251	0,00034811
0,99808918	0,00069760
0,99691047	0,00107202
0,99558827	0,00147530
0,99412365	0,00190908
0,99251742	0,00237438
0,99077022	0,00287153
0,98888279	0,00340112
0,98685582	0,00396345
0,98469003	0,00455889
0,98238618	0,00518773
0,97994504	0,00585022
0,97736744	0,00654669
0,97465418	0,00727721
0,97180618	0,00804207
0,96882433	0,00884141
0,96570955	0,00967531
0,96246280	0,01054378
0,95908511	0,01144700
0,95557766	0,01238560
0,95194112	0,01335808
0,94817644	0,01436389
0,94428537	0,01540533
0,94026862	0,01648059
0,93612695	0,01758799
0,93186205	0,01872915
0,92747480	0,01990257
0,92296594	0,02110601
0,91833717	0,02234074
0,91358998	0,02360704
0,90872502	0,02490204
0,90374369	0,02622540
0,89864726	0,02757622
0,89343704	0,02895367
0,88811533	0,03036041
0,88268250	0,03179182
0,87714073	0,03324990
0,87149049	0,03473005
0,86573395	0,03623403
0,85987176	0,03775764
0,85390588	0,03930158
0,84783831	0,04086660
0,84166924	0,04244635
0,83540138	0,04404403
0,82903561	0,04565571
0,82257396	0,04728173
0,81601831	0,04892177
0,80936943	0,05057102
0,80263015	0,05223273
0,79580068	0,05389942
0,78888459	0,05557727
0,78188191	0,05725774
0,77479522	0,05894268
0,76762527	0,06062614
0,76037499	0,06231131
0,75304597	0,06399556
0,74563941	0,06567432
0,73815790	0,06734905
0,73060232	0,06901346
0,72297550	0,07066979
0,71527995	0,07231906
0,70751738	0,07395812
0,69968886	0,07558089
0,69179833	0,07719479
0,68384531	0,07878556
0,67583455	0,08036474
0,66776541	0,08191659
0,65964174	0,08344795
0,65146404	0,08494812
0,64323553	0,08642057
0,63495822	0,08786223
0,62663390	0,08926830
0,61826602	0,09064384
0,60985502	0,09197518
0,60140564	0,09327542
0,59291916	0,09453578
0,58439740	0,09575015
0,57584342	0,09692075
0,56725968	0,09804552
0,55864802	0,09911719
0,55001085	0,10013224
0,54135125	0,10109237
0,53267146	0,10199168
0,52397409	0,10282697
0,51526236	0,10360105
0,50653839	0,10430374
0,49780520	0,10493457
0,48906599	0,10549543
0,48032347	0,10597988
0,47158101	0,10639353
0,46284182	0,10673976
0,45410863	0,10701039
0,44538471	0,10721175
